"trainer/global_step","2e4 - _step","2e4 - _step__MIN","2e4 - _step__MAX","2e4 - val-MAE Hessian","2e4 - val-MAE Hessian__MIN","2e4 - val-MAE Hessian__MAX","7e5 - _step","7e5 - _step__MIN","7e5 - _step__MAX","7e5 - val-MAE Hessian","7e5 - val-MAE Hessian__MIN","7e5 - val-MAE Hessian__MAX","5e5 - _step","5e5 - _step__MIN","5e5 - _step__MAX","5e5 - val-MAE Hessian","5e5 - val-MAE Hessian__MIN","5e5 - val-MAE Hessian__MAX","3e5 - _step","3e5 - _step__MIN","3e5 - _step__MAX","3e5 - val-MAE Hessian","3e5 - val-MAE Hessian__MIN","3e5 - val-MAE Hessian__MAX","6e5 - _step","6e5 - _step__MIN","6e5 - _step__MAX","6e5 - val-MAE Hessian","6e5 - val-MAE Hessian__MIN","6e5 - val-MAE Hessian__MAX","2e5 - _step","2e5 - _step__MIN","2e5 - _step__MAX","2e5 - val-MAE Hessian","2e5 - val-MAE Hessian__MIN","2e5 - val-MAE Hessian__MAX","1e3 - _step","1e3 - _step__MIN","1e3 - _step__MAX","1e3 - val-MAE Hessian","1e3 - val-MAE Hessian__MIN","1e3 - val-MAE Hessian__MAX","1e6 - _step","1e6 - _step__MIN","1e6 - _step__MAX","1e6 - val-MAE Hessian","1e6 - val-MAE Hessian__MIN","1e6 - val-MAE Hessian__MAX","1e4 - _step","1e4 - _step__MIN","1e4 - _step__MAX","1e4 - val-MAE Hessian","1e4 - val-MAE Hessian__MIN","1e4 - val-MAE Hessian__MAX","1e5 - _step","1e5 - _step__MIN","1e5 - _step__MAX","1e5 - val-MAE Hessian","1e5 - val-MAE Hessian__MIN","1e5 - val-MAE Hessian__MAX","4e5 - _step","4e5 - _step__MIN","4e5 - _step__MAX","4e5 - val-MAE Hessian","4e5 - val-MAE Hessian__MIN","4e5 - val-MAE Hessian__MAX","8e5 - _step","8e5 - _step__MIN","8e5 - _step__MAX","8e5 - val-MAE Hessian","8e5 - val-MAE Hessian__MIN","8e5 - val-MAE Hessian__MAX","1.7e6 - _step","1.7e6 - _step__MIN","1.7e6 - _step__MAX","1.7e6 - val-MAE Hessian","1.7e6 - val-MAE Hessian__MIN","1.7e6 - val-MAE Hessian__MAX","8e4 - _step","8e4 - _step__MIN","8e4 - _step__MAX","8e4 - val-MAE Hessian","8e4 - val-MAE Hessian__MIN","8e4 - val-MAE Hessian__MAX","6e4 - _step","6e4 - _step__MIN","6e4 - _step__MAX","6e4 - val-MAE Hessian","6e4 - val-MAE Hessian__MIN","6e4 - val-MAE Hessian__MAX","4e4 - _step","4e4 - _step__MIN","4e4 - _step__MAX","4e4 - val-MAE Hessian","4e4 - val-MAE Hessian__MIN","4e4 - val-MAE Hessian__MAX"
"151199","","","","","","","","","","","","","","","","","","","302536","302536","302536","0.03599405288696289","0.03599405288696289","0.03599405288696289","","","","","","","","","","","","","","","","","","","302536","302536","302536","0.03747229278087616","0.03747229278087616","0.03747229278087616","303411","303411","303411","0.0682477056980133","0.0682477056980133","0.0682477056980133","302538","302538","302538","0.03797673061490059","0.03797673061490059","0.03797673061490059","302536","302536","302536","0.037535425275564194","0.037535425275564194","0.037535425275564194","302536","302536","302536","0.036008723080158234","0.036008723080158234","0.036008723080158234","302536","302536","302536","0.03474348410964012","0.03474348410964012","0.03474348410964012","302562","302562","302562","0.03981221839785576","0.03981221839785576","0.03981221839785576","302603","302603","302603","0.04168589785695076","0.04168589785695076","0.04168589785695076","302683","302683","302683","0.04718588665127754","0.04718588665127754","0.04718588665127754"
"153599","307319","307319","307319","0.03541526198387146","0.03541526198387146","0.03541526198387146","307319","307319","307319","0.033932164311409","0.033932164311409","0.033932164311409","307319","307319","307319","0.03597094118595123","0.03597094118595123","0.03597094118595123","","","","","","","307319","307319","307319","0.03456154465675354","0.03456154465675354","0.03456154465675354","307319","307319","307319","0.038220226764678955","0.038220226764678955","0.038220226764678955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154799","","","","","","","","","","","","","","","","","","","309739","309739","309739","0.03700481355190277","0.03700481355190277","0.03700481355190277","","","","","","","","","","","","","","","","","","","309739","309739","309739","0.040627166628837585","0.040627166628837585","0.040627166628837585","310635","310635","310635","0.0676126554608345","0.0676126554608345","0.0676126554608345","309742","309742","309742","0.03960447013378143","0.03960447013378143","0.03960447013378143","309739","309739","309739","0.03631119802594185","0.03631119802594185","0.03631119802594185","309739","309739","309739","0.03842220827937126","0.03842220827937126","0.03842220827937126","309739","309739","309739","0.03436475619673729","0.03436475619673729","0.03436475619673729","309766","309766","309766","0.041879694908857346","0.041879694908857346","0.041879694908857346","309808","309808","309808","0.041987184435129166","0.041987184435129166","0.041987184435129166","309890","309890","309890","0.043783895671367645","0.043783895671367645","0.043783895671367645"
"158399","","","","","","","","","","","","","","","","","","","316942","316942","316942","0.03549531102180481","0.03549531102180481","0.03549531102180481","","","","","","","","","","","","","","","","","","","316942","316942","316942","0.0370500274002552","0.0370500274002552","0.0370500274002552","317859","317859","317859","0.06727353483438492","0.06727353483438492","0.06727353483438492","316945","316945","316945","0.03791411593556404","0.03791411593556404","0.03791411593556404","316942","316942","316942","0.03505067527294159","0.03505067527294159","0.03505067527294159","316942","316942","316942","0.03561576455831528","0.03561576455831528","0.03561576455831528","316942","316942","316942","0.03445695340633392","0.03445695340633392","0.03445695340633392","316970","316970","316970","0.0420900359749794","0.0420900359749794","0.0420900359749794","317013","317013","317013","0.043231550604104996","0.043231550604104996","0.043231550604104996","317097","317097","317097","0.045324623584747314","0.045324623584747314","0.045324623584747314"
"159999","320124","320124","320124","0.03489506244659424","0.03489506244659424","0.03489506244659424","320124","320124","320124","0.03522907570004463","0.03522907570004463","0.03522907570004463","320124","320124","320124","0.03533968701958656","0.03533968701958656","0.03533968701958656","","","","","","","320124","320124","320124","0.03478166460990906","0.03478166460990906","0.03478166460990906","320124","320124","320124","0.03704028204083443","0.03704028204083443","0.03704028204083443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"161999","","","","","","","","","","","","","","","","","","","324146","324146","324146","0.038497038185596466","0.038497038185596466","0.038497038185596466","","","","","","","","","","","","","","","","","","","324146","324146","324146","0.03654550388455391","0.03654550388455391","0.03654550388455391","325083","325083","325083","0.06743299961090088","0.06743299961090088","0.06743299961090088","324148","324148","324148","0.04120166599750519","0.04120166599750519","0.04120166599750519","324146","324146","324146","0.0386841855943203","0.0386841855943203","0.0386841855943203","324146","324146","324146","0.03441990166902542","0.03441990166902542","0.03441990166902542","324146","324146","324146","0.03486721217632294","0.03486721217632294","0.03486721217632294","324174","324174","324174","0.041425324976444244","0.041425324976444244","0.041425324976444244","324217","324217","324217","0.04417777433991432","0.04417777433991432","0.04417777433991432","324304","324304","324304","0.04382440447807312","0.04382440447807312","0.04382440447807312"
"165599","","","","","","","","","","","","","","","","","","","331349","331349","331349","0.034702543169260025","0.034702543169260025","0.034702543169260025","","","","","","","","","","","","","","","","","","","331349","331349","331349","0.03649354353547096","0.03649354353547096","0.03649354353547096","332307","332307","332307","0.06675302237272263","0.06675302237272263","0.06675302237272263","331352","331352","331352","0.03847799077630043","0.03847799077630043","0.03847799077630043","331349","331349","331349","0.03482765331864357","0.03482765331864357","0.03482765331864357","331349","331349","331349","0.034299127757549286","0.034299127757549286","0.034299127757549286","331349","331349","331349","0.03530016914010048","0.03530016914010048","0.03530016914010048","331378","331378","331378","0.04194267466664314","0.04194267466664314","0.04194267466664314","331422","331422","331422","0.04252486303448677","0.04252486303448677","0.04252486303448677","331510","331510","331510","0.04566343128681183","0.04566343128681183","0.04566343128681183"
"166399","332929","332929","332929","0.036883626133203506","0.036883626133203506","0.036883626133203506","332929","332929","332929","0.03871433809399605","0.03871433809399605","0.03871433809399605","332929","332929","332929","0.035952940583229065","0.035952940583229065","0.035952940583229065","","","","","","","332929","332929","332929","0.033868350088596344","0.033868350088596344","0.033868350088596344","332929","332929","332929","0.035198137164115906","0.035198137164115906","0.035198137164115906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169199","","","","","","","","","","","","","","","","","","","338552","338552","338552","0.036758530884981155","0.036758530884981155","0.036758530884981155","","","","","","","","","","","","","","","","","","","338552","338552","338552","0.034513868391513824","0.034513868391513824","0.034513868391513824","339531","339531","339531","0.06907349079847336","0.06907349079847336","0.06907349079847336","338555","338555","338555","0.04079798609018326","0.04079798609018326","0.04079798609018326","338552","338552","338552","0.0361628383398056","0.0361628383398056","0.0361628383398056","338552","338552","338552","0.03600351884961128","0.03600351884961128","0.03600351884961128","338552","338552","338552","0.03466307744383812","0.03466307744383812","0.03466307744383812","338582","338582","338582","0.03874249756336212","0.03874249756336212","0.03874249756336212","338627","338627","338627","0.04203866049647331","0.04203866049647331","0.04203866049647331","338717","338717","338717","0.04517427459359169","0.04517427459359169","0.04517427459359169"
"172799","345734","345734","345734","0.0345512256026268","0.0345512256026268","0.0345512256026268","345734","345734","345734","0.03346197307109833","0.03346197307109833","0.03346197307109833","345734","345734","345734","0.03619803860783577","0.03619803860783577","0.03619803860783577","345755","345755","345755","0.03566132113337517","0.03566132113337517","0.03566132113337517","345734","345734","345734","0.03383536636829376","0.03383536636829376","0.03383536636829376","345734","345734","345734","0.034708280116319656","0.034708280116319656","0.034708280116319656","","","","","","","345755","345755","345755","0.0351501889526844","0.0351501889526844","0.0351501889526844","346755","346755","346755","0.06766301393508911","0.06766301393508911","0.06766301393508911","345758","345758","345758","0.038711149245500565","0.038711149245500565","0.038711149245500565","345755","345755","345755","0.036441221833229065","0.036441221833229065","0.036441221833229065","345755","345755","345755","0.034171923995018005","0.034171923995018005","0.034171923995018005","345755","345755","345755","0.037142228335142136","0.037142228335142136","0.037142228335142136","345786","345786","345786","0.044715214520692825","0.044715214520692825","0.044715214520692825","345832","345832","345832","0.04085002467036247","0.04085002467036247","0.04085002467036247","345924","345924","345924","0.045690637081861496","0.045690637081861496","0.045690637081861496"
"176399","","","","","","","","","","","","","","","","","","","352959","352959","352959","0.0371822714805603","0.0371822714805603","0.0371822714805603","","","","","","","","","","","","","","","","","","","352959","352959","352959","0.038397323340177536","0.038397323340177536","0.038397323340177536","353979","353979","353979","0.06771261245012283","0.06771261245012283","0.06771261245012283","352961","352961","352961","0.03827110677957535","0.03827110677957535","0.03827110677957535","352959","352959","352959","0.03597155213356018","0.03597155213356018","0.03597155213356018","352959","352959","352959","0.03454560041427612","0.03454560041427612","0.03454560041427612","352959","352959","352959","0.03451588749885559","0.03451588749885559","0.03451588749885559","352990","352990","352990","0.03920052573084831","0.03920052573084831","0.03920052573084831","353037","353037","353037","0.04091348499059677","0.04091348499059677","0.04091348499059677","353131","353131","353131","0.043802592903375626","0.043802592903375626","0.043802592903375626"
"179199","358539","358539","358539","0.03529640659689903","0.03529640659689903","0.03529640659689903","358539","358539","358539","0.035498540848493576","0.035498540848493576","0.035498540848493576","358539","358539","358539","0.03422815725207329","0.03422815725207329","0.03422815725207329","","","","","","","358539","358539","358539","0.032762013375759125","0.032762013375759125","0.032762013375759125","358539","358539","358539","0.03450119495391846","0.03450119495391846","0.03450119495391846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179999","","","","","","","","","","","","","","","","","","","360162","360162","360162","0.03717887029051781","0.03717887029051781","0.03717887029051781","","","","","","","","","","","","","","","","","","","360162","360162","360162","0.03404974937438965","0.03404974937438965","0.03404974937438965","361203","361203","361203","0.06812423467636108","0.06812423467636108","0.06812423467636108","360165","360165","360165","0.03851151093840599","0.03851151093840599","0.03851151093840599","360162","360162","360162","0.03525930270552635","0.03525930270552635","0.03525930270552635","360162","360162","360162","0.03507807105779648","0.03507807105779648","0.03507807105779648","360162","360162","360162","0.035544030368328094","0.035544030368328094","0.035544030368328094","360193","360193","360193","0.039937376976013184","0.039937376976013184","0.039937376976013184","360242","360242","360242","0.04269789531826973","0.04269789531826973","0.04269789531826973","360337","360337","360337","0.044638507068157196","0.044638507068157196","0.044638507068157196"
"183599","","","","","","","","","","","","","","","","","","","367365","367365","367365","0.036956772208213806","0.036956772208213806","0.036956772208213806","","","","","","","","","","","","","","","","","","","367365","367365","367365","0.034736573696136475","0.034736573696136475","0.034736573696136475","368427","368427","368427","0.06989433616399765","0.06989433616399765","0.06989433616399765","367368","367368","367368","0.038293950259685516","0.038293950259685516","0.038293950259685516","367365","367365","367365","0.035981785506010056","0.035981785506010056","0.035981785506010056","367365","367365","367365","0.03391628339886665","0.03391628339886665","0.03391628339886665","367365","367365","367365","0.03364637494087219","0.03364637494087219","0.03364637494087219","367397","367397","367397","0.04053395241498947","0.04053395241498947","0.04053395241498947","367446","367446","367446","0.04237538203597069","0.04237538203597069","0.04237538203597069","367544","367544","367544","0.04437088966369629","0.04437088966369629","0.04437088966369629"
"185599","371344","371344","371344","0.034740522503852844","0.034740522503852844","0.034740522503852844","371344","371344","371344","0.03413272649049759","0.03413272649049759","0.03413272649049759","371344","371344","371344","0.03624328225851059","0.03624328225851059","0.03624328225851059","","","","","","","371344","371344","371344","0.03628221154212952","0.03628221154212952","0.03628221154212952","371344","371344","371344","0.03400496020913124","0.03400496020913124","0.03400496020913124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"187199","","","","","","","","","","","","","","","","","","","374568","374568","374568","0.035098493099212646","0.035098493099212646","0.035098493099212646","","","","","","","","","","","","","","","","","","","374568","374568","374568","0.035532884299755096","0.035532884299755096","0.035532884299755096","375651","375651","375651","0.06665647029876709","0.06665647029876709","0.06665647029876709","374571","374571","374571","0.0405876450240612","0.0405876450240612","0.0405876450240612","374568","374568","374568","0.03526982665061951","0.03526982665061951","0.03526982665061951","374568","374568","374568","0.03739914298057556","0.03739914298057556","0.03739914298057556","374568","374568","374568","0.0340220108628273","0.0340220108628273","0.0340220108628273","374601","374601","374601","0.0386197455227375","0.0386197455227375","0.0386197455227375","374651","374651","374651","0.041742417961359024","0.041742417961359024","0.041742417961359024","374751","374751","374751","0.043324507772922516","0.043324507772922516","0.043324507772922516"
"190799","","","","","","","","","","","","","","","","","","","381772","381772","381772","0.03477600961923599","0.03477600961923599","0.03477600961923599","","","","","","","","","","","","","","","","","","","381772","381772","381772","0.033662550151348114","0.033662550151348114","0.033662550151348114","382876","382876","382876","0.06869186460971832","0.06869186460971832","0.06869186460971832","381775","381775","381775","0.039679549634456635","0.039679549634456635","0.039679549634456635","381772","381772","381772","0.03592006862163544","0.03592006862163544","0.03592006862163544","381772","381772","381772","0.03357243165373802","0.03357243165373802","0.03357243165373802","381772","381772","381772","0.03697723522782326","0.03697723522782326","0.03697723522782326","381805","381805","381805","0.04180282726883888","0.04180282726883888","0.04180282726883888","381856","381856","381856","0.04141907021403313","0.04141907021403313","0.04141907021403313","381958","381958","381958","0.045587990432977676","0.045587990432977676","0.045587990432977676"
"191999","384149","384149","384149","0.03628727048635483","0.03628727048635483","0.03628727048635483","384149","384149","384149","0.03483627364039421","0.03483627364039421","0.03483627364039421","384149","384149","384149","0.03360328823328018","0.03360328823328018","0.03360328823328018","","","","","","","384149","384149","384149","0.03656533360481262","0.03656533360481262","0.03656533360481262","384149","384149","384149","0.033376988023519516","0.033376988023519516","0.033376988023519516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"194399","","","","","","","","","","","","","","","","","","","388975","388975","388975","0.03572002425789833","0.03572002425789833","0.03572002425789833","","","","","","","","","","","","","","","","","","","388975","388975","388975","0.03586316853761673","0.03586316853761673","0.03586316853761673","390100","390100","390100","0.0677167996764183","0.0677167996764183","0.0677167996764183","388978","388978","388978","0.03919568657875061","0.03919568657875061","0.03919568657875061","388975","388975","388975","0.0352710485458374","0.0352710485458374","0.0352710485458374","388975","388975","388975","0.034927815198898315","0.034927815198898315","0.034927815198898315","388975","388975","388975","0.034310854971408844","0.034310854971408844","0.034310854971408844","389009","389009","389009","0.0395229309797287","0.0395229309797287","0.0395229309797287","389061","389061","389061","0.041329141706228256","0.041329141706228256","0.041329141706228256","389165","389165","389165","0.04379938915371895","0.04379938915371895","0.04379938915371895"
"197999","","","","","","","","","","","","","","","","","","","396178","396178","396178","0.038382966071367264","0.038382966071367264","0.038382966071367264","","","","","","","","","","","","","","","","","","","396178","396178","396178","0.036527421325445175","0.036527421325445175","0.036527421325445175","397324","397324","397324","0.06795329600572586","0.06795329600572586","0.06795329600572586","396181","396181","396181","0.04029456526041031","0.04029456526041031","0.04029456526041031","396178","396178","396178","0.03649565204977989","0.03649565204977989","0.03649565204977989","396178","396178","396178","0.033433154225349426","0.033433154225349426","0.033433154225349426","396178","396178","396178","0.03642712160944939","0.03642712160944939","0.03642712160944939","396213","396213","396213","0.03974128141999245","0.03974128141999245","0.03974128141999245","396266","396266","396266","0.04022584110498428","0.04022584110498428","0.04022584110498428","396371","396371","396371","0.04559873789548874","0.04559873789548874","0.04559873789548874"
"198399","396954","396954","396954","0.03477976843714714","0.03477976843714714","0.03477976843714714","396954","396954","396954","0.03421241044998169","0.03421241044998169","0.03421241044998169","396954","396954","396954","0.033527079969644547","0.033527079969644547","0.033527079969644547","","","","","","","396954","396954","396954","0.033325523138046265","0.033325523138046265","0.033325523138046265","396954","396954","396954","0.032864540815353394","0.032864540815353394","0.032864540815353394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201599","","","","","","","","","","","","","","","","","","","403381","403381","403381","0.03645789995789528","0.03645789995789528","0.03645789995789528","","","","","","","","","","","","","","","","","","","403381","403381","403381","0.036027226597070694","0.036027226597070694","0.036027226597070694","404548","404548","404548","0.06821772456169128","0.06821772456169128","0.06821772456169128","403385","403385","403385","0.03827301412820816","0.03827301412820816","0.03827301412820816","403381","403381","403381","0.03490063548088074","0.03490063548088074","0.03490063548088074","403381","403381","403381","0.034046925604343414","0.034046925604343414","0.034046925604343414","403381","403381","403381","0.03554295748472214","0.03554295748472214","0.03554295748472214","403417","403417","403417","0.04001563787460327","0.04001563787460327","0.04001563787460327","403471","403471","403471","0.04075973480939865","0.04075973480939865","0.04075973480939865","403578","403578","403578","0.043986156582832336","0.043986156582832336","0.043986156582832336"
"204799","409759","409759","409759","0.03454980254173279","0.03454980254173279","0.03454980254173279","409759","409759","409759","0.033419426530599594","0.033419426530599594","0.033419426530599594","409759","409759","409759","0.034313540905714035","0.034313540905714035","0.034313540905714035","","","","","","","409759","409759","409759","0.03302424028515816","0.03302424028515816","0.03302424028515816","409759","409759","409759","0.035249773412942886","0.035249773412942886","0.035249773412942886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205199","","","","","","","","","","","","","","","","","","","410585","410585","410585","0.034677281975746155","0.034677281975746155","0.034677281975746155","","","","","","","","","","","","","","","","","","","410585","410585","410585","0.03452884033322334","0.03452884033322334","0.03452884033322334","411772","411772","411772","0.06779783964157104","0.06779783964157104","0.06779783964157104","410588","410588","410588","0.039517078548669815","0.039517078548669815","0.039517078548669815","410585","410585","410585","0.034073129296302795","0.034073129296302795","0.034073129296302795","410585","410585","410585","0.03422674164175987","0.03422674164175987","0.03422674164175987","410585","410585","410585","0.034007478505373","0.034007478505373","0.034007478505373","410621","410621","410621","0.039150260388851166","0.039150260388851166","0.039150260388851166","410675","410675","410675","0.043986767530441284","0.043986767530441284","0.043986767530441284","410785","410785","410785","0.04301207885146141","0.04301207885146141","0.04301207885146141"
"208799","","","","","","","","","","","","","","","","","","","417788","417788","417788","0.03515581786632538","0.03515581786632538","0.03515581786632538","","","","","","","","","","","","","","","","","","","417788","417788","417788","0.033013418316841125","0.033013418316841125","0.033013418316841125","418996","418996","418996","0.06811486929655075","0.06811486929655075","0.06811486929655075","417791","417791","417791","0.03815656900405884","0.03815656900405884","0.03815656900405884","417788","417788","417788","0.03467387333512306","0.03467387333512306","0.03467387333512306","417788","417788","417788","0.034329235553741455","0.034329235553741455","0.034329235553741455","417788","417788","417788","0.03338111191987991","0.03338111191987991","0.03338111191987991","417825","417825","417825","0.03930351510643959","0.03930351510643959","0.03930351510643959","417880","417880","417880","0.04031090810894966","0.04031090810894966","0.04031090810894966","417992","417992","417992","0.04520946368575096","0.04520946368575096","0.04520946368575096"
"211199","422564","422564","422564","0.034098416566848755","0.034098416566848755","0.034098416566848755","422564","422564","422564","0.03379642218351364","0.03379642218351364","0.03379642218351364","422564","422564","422564","0.03553010895848274","0.03553010895848274","0.03553010895848274","","","","","","","422564","422564","422564","0.033110544085502625","0.033110544085502625","0.033110544085502625","422564","422564","422564","0.03428710252046585","0.03428710252046585","0.03428710252046585","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"212399","","","","","","","","","","","","","","","","","","","424991","424991","424991","0.03413264453411102","0.03413264453411102","0.03413264453411102","","","","","","","","","","","","","","","","","","","424991","424991","424991","0.03413191810250282","0.03413191810250282","0.03413191810250282","426220","426220","426220","0.06728795915842056","0.06728795915842056","0.06728795915842056","424994","424994","424994","0.03764260932803154","0.03764260932803154","0.03764260932803154","424991","424991","424991","0.03406325355172157","0.03406325355172157","0.03406325355172157","424991","424991","424991","0.035135071724653244","0.035135071724653244","0.035135071724653244","424991","424991","424991","0.034848082810640335","0.034848082810640335","0.034848082810640335","425028","425028","425028","0.040855634957551956","0.040855634957551956","0.040855634957551956","425085","425085","425085","0.03986135125160217","0.03986135125160217","0.03986135125160217","425198","425198","425198","0.04404411092400551","0.04404411092400551","0.04404411092400551"
"215999","","","","","","","","","","","","","","","","","","","432194","432194","432194","0.03626110032200813","0.03626110032200813","0.03626110032200813","","","","","","","","","","","","","","","","","","","432194","432194","432194","0.03511995077133179","0.03511995077133179","0.03511995077133179","","","","","","","432198","432198","432198","0.03733087703585625","0.03733087703585625","0.03733087703585625","432194","432194","432194","0.03433578088879585","0.03433578088879585","0.03433578088879585","432194","432194","432194","0.035888832062482834","0.035888832062482834","0.035888832062482834","432194","432194","432194","0.03527204692363739","0.03527204692363739","0.03527204692363739","432232","432232","432232","0.039311327040195465","0.039311327040195465","0.039311327040195465","432290","432290","432290","0.04207812622189522","0.04207812622189522","0.04207812622189522","432405","432405","432405","0.04396364837884903","0.04396364837884903","0.04396364837884903"
"217599","435369","435369","435369","0.03408372774720192","0.03408372774720192","0.03408372774720192","435369","435369","435369","0.03372606635093689","0.03372606635093689","0.03372606635093689","435369","435369","435369","0.03314840793609619","0.03314840793609619","0.03314840793609619","","","","","","","435369","435369","435369","0.03401217237114906","0.03401217237114906","0.03401217237114906","435369","435369","435369","0.03359278663992882","0.03359278663992882","0.03359278663992882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"219599","","","","","","","","","","","","","","","","","","","439398","439398","439398","0.03648705407977104","0.03648705407977104","0.03648705407977104","","","","","","","","","","","","","","","","","","","439398","439398","439398","0.0351388044655323","0.0351388044655323","0.0351388044655323","","","","","","","439401","439401","439401","0.03723679855465889","0.03723679855465889","0.03723679855465889","439398","439398","439398","0.03353168070316315","0.03353168070316315","0.03353168070316315","439398","439398","439398","0.035684023052453995","0.035684023052453995","0.035684023052453995","439398","439398","439398","0.033619608730077744","0.033619608730077744","0.033619608730077744","439436","439436","439436","0.040320444852113724","0.040320444852113724","0.040320444852113724","439495","439495","439495","0.04293195530772209","0.04293195530772209","0.04293195530772209","439612","439612","439612","0.04355793446302414","0.04355793446302414","0.04355793446302414"
"223199","","","","","","","","","","","","","","","","","","","446601","446601","446601","0.03568204864859581","0.03568204864859581","0.03568204864859581","","","","","","","","","","","","","","","","","","","446601","446601","446601","0.03416558355093002","0.03416558355093002","0.03416558355093002","","","","","","","446604","446604","446604","0.037871502339839935","0.037871502339839935","0.037871502339839935","446601","446601","446601","0.0352289080619812","0.0352289080619812","0.0352289080619812","446601","446601","446601","0.03479774668812752","0.03479774668812752","0.03479774668812752","446601","446601","446601","0.03452462702989578","0.03452462702989578","0.03452462702989578","446640","446640","446640","0.037758465856313705","0.037758465856313705","0.037758465856313705","446700","446700","446700","0.0406055822968483","0.0406055822968483","0.0406055822968483","446819","446819","446819","0.04621284082531929","0.04621284082531929","0.04621284082531929"
"223999","448174","448174","448174","0.035174038261175156","0.035174038261175156","0.035174038261175156","448174","448174","448174","0.03325939550995827","0.03325939550995827","0.03325939550995827","448174","448174","448174","0.033970803022384644","0.033970803022384644","0.033970803022384644","","","","","","","448174","448174","448174","0.03344017267227173","0.03344017267227173","0.03344017267227173","448174","448174","448174","0.03307584673166275","0.03307584673166275","0.03307584673166275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"226799","","","","","","","","","","","","","","","","","","","453804","453804","453804","0.03380927816033363","0.03380927816033363","0.03380927816033363","","","","","","","","","","","","","","","","","","","453804","453804","453804","0.03614291921257973","0.03614291921257973","0.03614291921257973","","","","","","","453808","453808","453808","0.037209074944257736","0.037209074944257736","0.037209074944257736","453804","453804","453804","0.03367020934820175","0.03367020934820175","0.03367020934820175","453804","453804","453804","0.03556608036160469","0.03556608036160469","0.03556608036160469","453804","453804","453804","0.03389642760157585","0.03389642760157585","0.03389642760157585","453844","453844","453844","0.041503407061100006","0.041503407061100006","0.041503407061100006","453905","453905","453905","0.03975243493914604","0.03975243493914604","0.03975243493914604","454025","454025","454025","0.04560818523168564","0.04560818523168564","0.04560818523168564"
"230399","460979","460979","460979","0.03476106375455856","0.03476106375455856","0.03476106375455856","460979","460979","460979","0.03344394639134407","0.03344394639134407","0.03344394639134407","460979","460979","460979","0.035455577075481415","0.035455577075481415","0.035455577075481415","461007","461007","461007","0.035715632140636444","0.035715632140636444","0.035715632140636444","460979","460979","460979","0.03511282429099083","0.03511282429099083","0.03511282429099083","460979","460979","460979","0.03396700322628021","0.03396700322628021","0.03396700322628021","","","","","","","461007","461007","461007","0.033138591796159744","0.033138591796159744","0.033138591796159744","","","","","","","461011","461011","461011","0.03760822117328644","0.03760822117328644","0.03760822117328644","461007","461007","461007","0.03608980029821396","0.03608980029821396","0.03608980029821396","461007","461007","461007","0.03323068469762802","0.03323068469762802","0.03323068469762802","461007","461007","461007","0.036150023341178894","0.036150023341178894","0.036150023341178894","461048","461048","461048","0.03910532221198082","0.03910532221198082","0.03910532221198082","461109","461109","461109","0.04095805436372757","0.04095805436372757","0.04095805436372757","461232","461232","461232","0.0443568117916584","0.0443568117916584","0.0443568117916584"
"233999","","","","","","","","","","","","","","","","","","","468211","468211","468211","0.03475715219974518","0.03475715219974518","0.03475715219974518","","","","","","","","","","","","","","","","","","","468211","468211","468211","0.03266288340091705","0.03266288340091705","0.03266288340091705","","","","","","","468214","468214","468214","0.03599077835679054","0.03599077835679054","0.03599077835679054","468211","468211","468211","0.03467594087123871","0.03467594087123871","0.03467594087123871","468211","468211","468211","0.03287089988589287","0.03287089988589287","0.03287089988589287","468211","468211","468211","0.033912789076566696","0.033912789076566696","0.033912789076566696","468252","468252","468252","0.038437265902757645","0.038437265902757645","0.038437265902757645","468314","468314","468314","0.03926926106214523","0.03926926106214523","0.03926926106214523","468439","468439","468439","0.044586408883333206","0.044586408883333206","0.044586408883333206"
