model,loss_function,hessian_method,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match,dft_is_first_order_transition_state,predicted_is_first_order_transition_state
HIP,MAE,Direct prediction,354,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,355,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,356,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,357,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,358,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,359,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,360,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,361,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,362,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,363,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,364,17,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,365,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,366,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,367,7,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,368,10,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,369,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,370,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,371,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,372,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,373,10,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,374,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,375,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,376,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,377,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,378,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,379,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,380,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,381,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,382,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,383,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,384,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,385,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,386,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,387,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,388,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,389,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,390,13,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,391,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,392,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,393,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,394,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,395,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,396,10,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MAE,Direct prediction,397,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,398,9,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,399,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,400,14,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,401,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,402,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,403,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,404,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,405,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,406,12,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MAE,Direct prediction,407,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,408,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,409,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,410,6,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,411,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,412,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,413,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,414,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,415,13,3,2,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,416,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,417,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,418,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,419,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,420,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,421,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,422,19,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,423,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,424,14,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,425,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,426,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,427,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,428,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,429,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,430,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,431,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,432,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,433,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,434,12,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,435,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,436,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,437,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,438,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,439,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,440,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,441,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,442,15,2,1,False,Higher-order saddle point,Transition state,False,False,True
HIP,MAE,Direct prediction,443,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,444,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,445,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,446,18,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,447,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,448,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,449,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,450,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,451,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,452,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,453,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,454,10,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,455,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,456,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,457,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,458,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,459,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,460,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,461,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,462,11,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,463,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,464,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,465,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,466,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,467,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,468,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,469,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,470,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,471,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,472,9,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,473,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,474,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,475,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,476,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,477,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,478,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,479,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,480,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,481,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,482,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,483,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,484,11,4,4,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,485,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,486,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,487,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,488,16,4,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,489,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,490,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,491,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,492,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,493,12,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,494,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,495,13,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,496,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,497,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,498,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,499,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,500,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,501,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,502,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,503,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,504,10,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,505,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,506,21,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,507,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,508,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,509,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,510,16,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,511,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,512,21,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,513,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,514,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,515,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,516,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,517,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,518,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,519,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,520,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,521,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,522,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,523,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,524,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,525,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,526,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,527,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,528,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,529,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,530,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,531,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,532,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,533,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,534,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,535,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,536,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,537,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,538,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,539,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,540,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,541,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,542,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,543,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,544,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,545,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,546,13,2,3,False,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,547,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,548,13,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,549,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,550,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,551,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,552,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,553,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,554,10,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,555,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,556,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,557,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,558,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,559,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,560,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,561,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,562,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,563,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,564,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,565,14,6,6,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,566,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,567,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,568,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,569,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,570,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,571,14,1,2,False,Transition state,Higher-order saddle point,False,True,False
HIP,MAE,Direct prediction,572,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,573,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,574,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,575,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,576,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,577,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,578,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,579,16,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,580,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,581,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,582,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,583,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,584,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,585,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,586,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,587,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,588,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,589,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,590,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,591,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,592,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,593,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,594,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,595,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,596,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,597,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,598,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,599,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,600,15,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,601,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,602,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,603,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,604,10,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,605,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,606,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,607,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,608,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,609,19,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,610,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,611,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,612,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,613,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,614,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,615,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,616,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,617,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,618,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,619,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,620,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,621,13,0,1,False,Minimum,Transition state,False,False,True
HIP,MAE,Direct prediction,622,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,623,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,624,18,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,625,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,626,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,627,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,628,21,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,629,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,630,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,631,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,632,18,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,633,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,634,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,635,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,636,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,637,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,638,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,639,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,640,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,641,19,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,642,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,643,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,644,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,645,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,646,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,647,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,648,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,649,15,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,650,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,651,17,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,652,11,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,653,15,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,654,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,655,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,656,17,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,657,13,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,658,12,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,659,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,660,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,661,18,0,2,False,Minimum,Higher-order saddle point,False,False,False
HIP,MAE,Direct prediction,662,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True,False,False
HIP,MAE,Direct prediction,663,16,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,664,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,665,12,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,666,10,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,667,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,668,16,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,669,11,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,670,14,0,0,True,Minimum,Minimum,True,False,False
HIP,MAE,Direct prediction,671,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,672,12,1,0,False,Transition state,Minimum,False,True,False
HIP,MAE,Direct prediction,673,13,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,674,14,1,1,True,Transition state,Transition state,True,True,True
HIP,MAE,Direct prediction,675,14,0,0,True,Minimum,Minimum,True,False,False
