sample_idx,natoms,energy_error,forces_error,hessian_error,hessian_mre,asymmetry_error,true_asymmetry_error,eigval_mae,eigval1_mae,eigval2_mae,eigvec1_mae,eigvec2_mae,eigvec1_cos,eigvec2_cos,time,memory,true_neg_num,true_is_minima,true_is_ts,true_is_ts_order2,true_is_higher_order,model_neg_num,model_is_ts,model_is_minima,model_is_ts_order2,model_is_higher_order,neg_num_agree,eigval_mae_eckart,eigval1_mae_eckart,eigval2_mae_eckart,eigvec1_mae_eckart,eigvec2_mae_eckart,eigvec1_cos_eckart,eigvec2_cos_eckart
444,12,8231.5830078125,0.0097768073901534,0.0299460887908935,1.1616482734680176,0.0,5.699091707356274e-05,0.078941561281681,0.0449360013008117,0.0309568494558334,0.0286703575402498,0.2223376482725143,0.9674537777900696,0.7009040117263794,36.63155364990234,532.507648,2,0,0,1,0,2,0,0,1,0,1,0.0325,0.0043,0.0082,0.0332,0.2108,0.9582,0.9469
445,16,10884.2353515625,0.0232017766684293,0.0331563428044319,5.169755935668945,0.0,2.2872782210470177e-05,0.1912437677383422,0.1384203433990478,0.4246352314949035,0.1729816049337387,0.1431147307157516,0.6046820878982544,0.2142485082149505,41.247745513916016,598.618112,3,0,0,0,1,3,0,0,0,1,1,0.0552,0.0366,0.0455,0.1949,0.156,0.9679,0.0456
446,19,11507.4208984375,0.096247099339962,0.0864284485578537,2.068564891815185,0.0,2.0552044588839635e-05,0.2534492611885071,4.605548858642578,0.1504768282175064,0.1326082795858383,0.0913383364677429,0.9900072813034058,0.5864658951759338,44.92083358764648,649.893888,4,0,0,0,1,4,0,0,0,1,1,0.054,0.384,0.0735,0.0162,0.0276,0.9881,0.9676
447,18,8896.8974609375,0.0071458397433161,0.0165248736739158,1.6596766710281372,0.0,1.809871719160583e-05,0.0850588455796241,0.4258244037628174,0.219376191496849,0.1615025103092193,0.1253764927387237,0.1557789891958236,0.330780416727066,42.92278289794922,636.264448,2,0,0,1,0,1,1,0,0,0,0,0.0109,0.016,0.0026,0.1863,0.0173,0.9444,0.9843
448,12,4275.9091796875,0.0074869492091238,0.0153527734801173,0.4333886504173279,0.0,2.5627732611610558e-05,0.029688911512494,0.0446493029594421,0.0097695589065551,0.0166355893015861,0.2107607573270797,0.99295312166214,0.4082894325256347,38.21363067626953,532.459008,3,0,0,0,1,3,0,0,0,1,1,0.0104,0.0388,0.006,0.2701,0.0267,0.9936,0.9845
449,17,8322.7451171875,0.0327974148094654,0.0474308282136917,3.8292832374572754,0.0,9.46698673942592e-06,0.1042316630482673,0.0354928970336914,0.1517291069030761,0.0132575836032629,0.207200601696968,0.9924838542938232,0.8146753311157227,40.37017440795898,615.54944,4,0,0,0,1,4,0,0,0,1,1,0.035,0.0156,0.0192,0.0107,0.0322,0.996,0.9603
450,11,7196.22265625,0.0355710536241531,0.0536475218832492,0.4735835492610931,0.0,8.075449295574799e-05,0.103813037276268,0.0377302169799804,0.0169466286897659,0.2627331912517547,0.2296308726072311,0.9951924085617064,0.9670732617378236,36.93283081054688,514.341376,2,0,0,1,0,2,0,0,1,0,1,0.0315,0.0243,0.0053,0.006,0.0046,0.9992,0.9993
451,23,13048.73828125,0.007937915623188,0.0176748093217611,3.889170408248901,0.0,2.30754230869934e-05,0.0826153457164764,0.349281370639801,0.1841085106134414,0.1262300461530685,0.1387160271406173,0.0186576433479785,0.3239460587501526,46.22675323486328,717.935104,4,0,0,0,1,4,0,0,0,1,1,0.0311,0.0153,0.0415,0.0149,0.0737,0.9856,0.6812
452,15,11887.0361328125,0.0484206676483154,0.0687795877456665,0.9502151608467102,0.0,3.963429116993211e-05,0.1235519424080848,0.3552403450012207,0.0235143303871154,0.0122518651187419,0.0201338902115821,0.9942994713783264,0.987088680267334,55.2231674194336,584.90624,3,0,0,0,1,3,0,0,0,1,1,0.0279,0.0898,0.0002,0.0105,0.0176,0.9961,0.9875
453,13,7690.9755859375,0.0472220815718174,0.0691284388303756,1.8050953149795528,0.0,4.093397001270205e-05,0.1853172332048416,0.0707213878631591,0.235867366194725,0.2443414330482483,0.1869679242372512,0.9565333127975464,0.075724110007286,47.438846588134766,549.353984,1,0,1,0,0,1,1,0,0,0,1,0.0238,0.0131,0.0043,0.0204,0.1198,0.9895,0.6085
454,14,8726.529296875,0.0116726215928792,0.0267223920673131,1.326530933380127,0.0,4.86717872263398e-05,0.0457437001168727,0.0157139301300048,0.0677002966403961,0.0370030961930751,0.2174539119005203,0.9553260207176208,0.8037665486335754,38.81695938110352,564.16,1,0,1,0,0,1,1,0,0,0,1,0.0176,0.0039,0.0023,0.0036,0.0072,0.9994,0.9987
455,15,9300.3134765625,0.013791742734611,0.0204140450805425,1.4785481691360474,0.0,2.3978875105967745e-05,0.0430767051875591,0.0165937542915344,0.0299504250288009,0.0148821780458092,0.184277057647705,0.992813229560852,0.8617318868637085,37.963905334472656,581.324288,4,0,0,0,1,4,0,0,0,1,1,0.0074,0.0005,0.0047,0.0094,0.0362,0.9969,0.9484
456,16,9324.6181640625,0.0396862849593162,0.2201584577560424,51.36457061767578,0.0,3.28764617734123e-05,1.2201067209243774,1.2572479248046875,12.08432960510254,0.0220366306602954,0.171128511428833,0.979035496711731,0.0314240232110023,37.44153594970703,599.448576,3,0,0,0,1,4,0,0,0,1,0,0.1481,0.1221,0.4579,0.0082,0.1174,0.9975,0.5634
457,22,10435.669921875,0.0100284470245242,0.0129608195275068,2.0469367504119877,0.0,5.230168881098507e-06,0.0391687974333763,0.0355404019355773,0.0390226393938064,0.0098471026867628,0.0164007619023323,0.9937888383865356,0.9868927597999572,45.2630729675293,701.183488,3,0,0,0,1,4,0,0,0,1,0,0.0137,0.0242,0.0367,0.0101,0.0113,0.9932,0.9933
458,16,8759.322265625,0.0629438161849975,0.0619312673807144,2.883755683898926,0.0,3.991922858403996e-05,0.1724576354026794,0.2025144696235656,0.0227105617523193,0.1347827613353729,0.1957285106182098,0.390530914068222,0.4066992402076721,55.98390579223633,602.471424,3,0,0,0,1,3,0,0,0,1,1,0.075,0.0155,0.0283,0.1799,0.2222,0.9876,0.9782
459,22,13022.8583984375,0.0269232708960771,0.0261958334594964,2.183898448944092,0.0,9.73197711573448e-06,0.1130383983254432,0.6295199394226074,0.1998808532953262,0.0048671402037143,0.0888548120856285,0.9983773231506348,0.3800997138023376,52.24652862548828,701.342208,4,0,0,0,1,3,0,0,0,1,0,0.0417,0.166,0.1102,0.0053,0.0524,0.9985,0.6776
460,17,9795.1943359375,0.0213610120117664,0.0841963812708854,66.8020248413086,0.0,4.44877332483884e-05,0.3129227757453918,3.146779060363769,1.1168116331100464,0.16957488656044,0.1269546896219253,0.1421315968036651,0.0672939419746398,54.56502532958984,619.070464,6,0,0,0,1,6,0,0,0,1,1,0.0813,0.1836,0.0996,0.1489,0.1596,0.0468,0.0547
461,19,11302.173828125,0.0146927060559391,0.0166051723062992,3.3100924491882324,0.0,1.3486170246324036e-05,0.0610262490808963,0.0098609924316406,0.0250136032700538,0.0083767119795084,0.0664470046758651,0.9972824454307556,0.8348421454429626,52.27212905883789,650.139136,2,0,0,1,0,2,0,0,1,0,1,0.0202,0.0055,0.0036,0.0039,0.1301,0.9994,0.9753
462,21,12552.4619140625,0.0113020380958914,0.0131794633343815,2.888995409011841,0.0,1.037789843394421e-05,0.0534992218017578,0.0237149000167846,0.1283662170171737,0.1443228721618652,0.0394057296216487,0.8980340361595154,0.874005913734436,46.498817443847656,684.741632,3,0,0,0,1,4,0,0,0,1,0,0.0105,0.0098,0.0064,0.0052,0.0853,0.9981,0.3188
463,19,7448.23388671875,0.0251045152544975,0.0224726647138595,1.9713093042373655,0.0,1.955357402039226e-05,0.1122303456068039,0.5561742782592773,0.2474886178970337,0.0051540145650506,0.0103633794933557,0.9977760314941406,0.9871398210525512,43.665409088134766,652.3648,6,0,0,0,1,6,0,0,0,1,1,0.0267,0.0376,0.1224,0.0076,0.0136,0.997,0.984
464,16,9666.44921875,0.0258622467517852,0.0351783670485019,13.541812896728516,0.0,1.4580721654056106e-05,0.0789131522178649,0.065384417772293,0.0760640650987625,0.0662717819213867,0.0989679619669914,0.8403374552726746,0.70225590467453,43.57235336303711,600.67072,3,0,0,0,1,3,0,0,0,1,1,0.0233,0.0012,0.0431,0.221,0.0926,0.6958,0.6563
465,20,8929.2626953125,0.0245346669107675,0.0205850861966609,2.38104248046875,0.0,1.706377588561736e-05,0.057164940983057,0.0686107277870178,0.0442684590816497,0.1492045074701309,0.1043728068470954,0.3901208341121673,0.3888416290283203,45.95507049560547,668.02944,4,0,0,0,1,4,0,0,0,1,1,0.0187,0.0409,0.0031,0.0535,0.013,0.8121,0.9902
466,23,10460.6103515625,0.0189480371773242,0.0355826243758201,21.466983795166016,0.0,1.8186390661867332e-05,0.2051268368959427,1.243913650512695,0.4805765151977539,0.1230441406369209,0.1015929505228996,0.1136239320039749,0.1834885478019714,47.82182312011719,720.51456,6,0,0,0,1,4,0,0,0,1,0,0.0429,0.0175,0.0182,0.1008,0.1524,0.0524,0.3761
467,18,11483.5078125,0.0222059078514575,0.0259722750633955,6.001203536987305,0.0,5.5613782024011016e-05,0.0869496315717697,0.0740440785884857,0.0853833556175232,0.1150232627987861,0.0806727483868599,0.5001217722892761,0.4958366751670837,57.07388687133789,637.732352,4,0,0,0,1,4,0,0,0,1,1,0.0386,0.0087,0.017,0.124,0.021,0.993,0.9817
468,19,13991.322265625,0.0275135245174169,0.0364970564842224,1.4509403705596924,0.0,2.612550088088028e-05,0.1032051518559455,0.692866325378418,0.0412152856588363,0.005828068125993,0.1423546373844146,0.9970626831054688,0.9517804980278016,49.9054069519043,650.5344,3,0,0,0,1,4,0,0,0,1,0,0.028,0.0056,0.0094,0.0062,0.0213,0.9978,0.9766
469,16,8863.0966796875,0.0332877412438392,0.0692246481776237,1.1219189167022705,0.0,4.137884388910607e-05,0.1540106832981109,2.3290786743164062,0.0214277505874633,0.0091224927455186,0.1420780718326568,0.9961881637573242,0.0184704735875129,40.582176208496094,600.67072,3,0,0,0,1,3,0,0,0,1,1,0.0449,0.8947,0.0163,0.1326,0.1506,0.9981,0.9976
470,18,8896.1806640625,0.032042808830738,0.0775842517614364,66.0902328491211,0.0,6.642693188041449e-05,0.2782281041145324,1.3815308809280396,0.837953507900238,0.1560946255922317,0.1082593947649002,0.0711945071816444,0.3540001213550567,40.18672180175781,635.257344,4,0,0,0,1,4,0,0,0,1,1,0.0602,0.1607,0.0714,0.0778,0.1233,0.7031,0.4418
471,29,12135.8095703125,0.0093797063454985,0.1470998972654342,213.32896423339844,0.0,6.971983111725422e-06,1.5583440065383911,15.727693557739258,6.0748724937438965,0.0992755219340324,0.0975161120295524,0.1048473790287971,0.0594872124493122,49.87187194824219,822.459904,10,0,0,0,1,9,0,0,0,1,0,0.2205,0.9419,0.0337,0.0968,0.1028,0.0589,0.1039
472,16,9873.94140625,0.0362360626459121,0.0329693369567394,5.25002384185791,0.0,8.624853217042983e-05,0.0841877087950706,0.3666802644729614,0.0635925531387329,0.0089755728840827,0.1388699263334274,0.9968723058700562,0.9952776432037354,54.50956726074219,604.272128,4,0,0,0,1,4,0,0,0,1,1,0.0265,0.0433,0.0111,0.0082,0.1591,0.9978,0.9695
473,13,7691.01904296875,0.0202328115701675,0.0343127660453319,0.8357537388801575,0.0,2.3398830307996832e-05,0.0831069350242614,0.5546574592590332,0.0031577199697494,0.0428830683231353,0.2271973639726638,0.9430598020553588,0.6741076707839966,47.01388931274414,549.518336,2,0,0,1,0,2,0,0,1,0,1,0.0186,0.0478,0.0104,0.1784,0.0263,0.9662,0.9678
474,15,10875.9716796875,0.031671218574047,0.1064261719584465,29.64360809326172,0.0,1.9699084077728912e-05,0.8714126944541931,6.014021396636963,1.239835500717163,0.1247559338808059,0.1424295306205749,0.0326353311538696,0.203053206205368,37.147647857666016,581.109248,4,0,0,0,1,2,0,0,1,0,0,0.1034,0.0844,0.0067,0.1497,0.1322,0.3119,0.4271
475,18,11170.21875,0.2032348811626434,0.1543040126562118,7.169632434844971,0.0,2.814978506648913e-05,0.4117092192173004,0.3961263298988342,0.3953640460968017,0.1092355176806449,0.1317656338214874,0.4492254853248596,0.1670307517051696,39.83974456787109,634.7648,3,0,0,0,1,4,0,0,0,1,0,0.1564,0.114,0.0111,0.189,0.0954,0.6571,0.5944
476,17,10343.51953125,0.0408015176653862,0.0494322702288627,4.444104671478272,0.0,4.0250830352306366e-05,0.1573956459760666,0.8001749515533447,0.4569798707962036,0.0184698496013879,0.1892877519130706,0.9829182624816896,0.308473527431488,42.42041778564453,617.113088,3,0,0,0,1,2,0,0,1,0,0,0.0441,0.098,0.0288,0.1917,0.0696,0.9744,0.799
477,16,11346.57421875,0.0223016645759344,0.0301223471760749,1.6654049158096311,0.0,2.174175097025e-05,0.0597750172019004,0.0634450912475586,0.0647193938493728,0.0652079805731773,0.1950651109218597,0.853636622428894,0.3792495727539062,39.97916793823242,599.980544,3,0,0,0,1,3,0,0,0,1,1,0.0162,0.0017,0.0006,0.0055,0.0144,0.9988,0.9917
478,15,8289.4873046875,0.0711890384554863,0.0860157161951065,1.501295566558838,0.0,5.928522296017036e-05,0.2044567614793777,0.0620387196540832,0.011181890964508,0.0312072653323411,0.0956924557685852,0.9592300057411194,0.6767552495002747,37.79814529418945,581.942272,2,0,0,1,0,2,0,0,1,0,1,0.0279,0.0429,0.0231,0.2218,0.2409,0.7849,0.7737
479,11,8103.89404296875,0.0303901191800832,0.0621107593178749,1.0378519296646118,0.0,6.426019535865635e-05,0.2068376541137695,0.0530183613300323,0.2440440952777862,0.0656860396265983,0.1242827996611595,0.8628804087638855,0.580447256565094,35.6044807434082,513.700864,1,0,1,0,0,1,1,0,0,0,1,0.0627,0.014,0.0016,0.0267,0.0523,0.984,0.9441
480,22,9528.1455078125,0.0529992319643497,0.047324176877737,2.373730182647705,0.0,1.3863916137779595e-05,0.1597912609577179,0.9550362229347228,0.0814453959465026,0.067420981824398,0.0798700526356697,0.7533326148986816,0.6803991794586182,44.34447860717773,700.094976,4,0,0,0,1,4,0,0,0,1,1,0.0403,0.1285,0.0725,0.088,0.0852,0.5774,0.5873
481,21,13563.61328125,0.0210959576070308,0.0291772782802581,6.007429599761963,0.0,1.2209521628392396e-05,0.1044952496886253,0.9882125854492188,0.4045874178409576,0.0025535111781209,0.1570021361112594,0.9995830059051514,0.1317176818847656,57.60515213012695,686.7712,4,0,0,0,1,4,0,0,0,1,1,0.0447,0.1839,0.0907,0.1208,0.1539,0.9997,0.6932
482,18,10368.587890625,0.0775320008397102,0.061255894601345,1.877721905708313,0.0,3.2597657991573215e-05,0.2043245136737823,2.528515338897705,0.0603653192520141,0.0238835718482732,0.1379851251840591,0.965207040309906,0.9709789752960204,48.43929672241211,637.002752,4,0,0,0,1,3,0,0,0,1,0,0.037,0.1924,0.0032,0.0197,0.1879,0.9771,0.9903
483,15,13255.9619140625,0.065106987953186,0.0629768371582031,4.066166400909424,0.0,3.793750147451647e-05,0.1834685504436493,0.1413081884384155,0.0267978310585021,0.019162893295288,0.2170992940664291,0.98406982421875,0.949102222919464,37.95075225830078,582.523904,3,0,0,0,1,3,0,0,0,1,1,0.0342,0.0109,0.0075,0.1927,0.2519,0.9909,0.9812
484,13,9266.9365234375,0.0367713458836078,0.0591261535882949,6.444324016571045,0.0,4.166756843915209e-05,0.1150939166545867,0.0278609991073608,0.2315908670425415,0.1990877389907837,0.1663711071014404,0.980255663394928,0.008231796324253,37.50400161743164,549.294592,2,0,0,1,0,1,1,0,0,0,0,0.0254,0.0313,0.0246,0.237,0.2308,0.7024,0.6869
485,15,9403.208984375,0.0600030049681663,0.0772306099534034,6.289021968841553,0.0,3.8104350096546113e-05,0.2205606549978256,0.626530647277832,0.0409677624702453,0.0170299503952264,0.0390445329248905,0.9855046272277832,0.9480626583099364,39.72608184814453,581.039616,5,0,0,0,1,5,0,0,0,1,1,0.0556,0.0512,0.0982,0.0141,0.0286,0.9932,0.9735
486,19,11405.09375,0.0118815219029784,0.0189298000186681,2.068216323852539,0.0,1.6818958101794124e-05,0.0520412474870681,0.0333314836025238,0.0281960070133209,0.0083655035123229,0.213378369808197,0.996343195438385,0.8819290399551392,40.97638320922852,649.659904,3,0,0,0,1,2,0,0,1,0,0,0.0137,0.0315,0.0044,0.0034,0.2047,0.9995,0.999
487,19,8356.2216796875,0.0190303996205329,0.0265776123851537,0.9713478088378906,0.0,9.65032904787222e-06,0.0500687398016452,0.010931059718132,0.0006778985261917,0.0395524948835372,0.1803404986858368,0.9189081788063048,0.71286541223526,43.008766174316406,650.99008,3,0,0,0,1,3,0,0,0,1,1,0.0206,0.0004,0.0405,0.0093,0.0318,0.9955,0.937
488,26,11068.2646484375,0.008697235956788,0.0268185008317232,28.05967330932617,0.0,5.601460998150287e-06,0.1810200214385986,2.082836389541626,0.8820536136627197,0.1108655929565429,0.1574416309595108,0.1286797374486923,0.4863656759262085,50.83359909057617,770.07104,2,0,0,1,0,3,0,0,0,1,0,0.0411,0.1034,0.1383,0.1247,0.1131,0.6937,0.3304
489,18,9906.6630859375,0.0425220690667629,0.0480240881443023,1.6509463787078855,0.0,1.9276434613857415e-05,0.1006954535841941,0.2715587615966797,0.1545555144548416,0.0052489726804196,0.1929028779268264,0.9970692992210388,0.5900315046310425,56.858848571777344,638.973952,3,0,0,0,1,3,0,0,0,1,1,0.0332,0.0335,0.0068,0.0051,0.0347,0.9979,0.9533
490,16,11243.0908203125,0.0098092183470726,0.0242106486111879,0.9279358386993408,0.0,2.7147070795763284e-05,0.071149967610836,0.0429306328296661,0.0924693793058395,0.0460594408214092,0.0429252758622169,0.9261469841003418,0.9370887279510498,47.94060897827149,600.414208,3,0,0,0,1,3,0,0,0,1,1,0.0223,0.0305,0.009,0.0134,0.0172,0.9939,0.9894
491,15,9299.9560546875,0.2008080035448074,0.2156234830617904,1.5349653959274292,0.0,4.159325544605963e-05,0.5941420197486877,0.2267147898674011,0.4911445379257202,0.1661690473556518,0.1592378765344619,0.0723714530467987,0.0834651440382003,40.573951721191406,581.892096,3,0,0,0,1,4,0,0,0,1,0,0.1005,0.4134,0.0853,0.0658,0.0569,0.8249,0.9081
492,18,10369.3466796875,0.0148011501878499,0.0176800452172756,2.632237911224365,0.0,2.1788951926282607e-05,0.0601188354194164,0.0415391325950622,0.0840434432029724,0.1734010875225067,0.1331355273723602,0.1803743541240692,0.1848451346158981,39.36675262451172,634.944,3,0,0,0,1,3,0,0,0,1,1,0.0179,0.0369,0.0049,0.208,0.1929,0.8386,0.7801
493,20,9835.0634765625,0.152173176407814,0.1181158646941185,8.204609870910645,0.0,1.5372374036815017e-05,0.3514183163642883,0.5422515869140625,1.1233351230621338,0.0460277236998081,0.1384291648864746,0.8550721406936646,0.0300289317965507,42.2624626159668,668.530688,6,0,0,0,1,6,0,0,0,1,1,0.1187,0.0033,0.1179,0.041,0.1741,0.9037,0.7925
494,16,11242.6171875,0.0932051688432693,0.1366260647773742,6.197784423828125,0.0,6.657566700596362e-05,0.3596814274787903,3.3374855518341064,0.1497361958026886,0.2014358043670654,0.2156710922718048,0.9454753398895264,0.7854079008102417,39.21225738525391,600.907264,2,0,0,1,0,1,1,0,0,0,0,0.069,0.395,0.019,0.2064,0.0595,0.9798,0.8535
495,12,8128.25439453125,0.0631783977150917,0.0881692767143249,1.4634711742401123,0.0,4.20136857428588e-05,0.2294255942106247,0.8608596324920654,0.0179521143436431,0.0157172475010156,0.1536090970039367,0.9923973083496094,0.1412767022848129,36.687007904052734,531.828224,2,0,0,1,0,2,0,0,1,0,1,0.0617,0.3184,0.0542,0.0146,0.0668,0.9941,0.8976
496,18,10369.1181640625,0.0078679779544472,0.1532562226057052,85.76445007324219,0.0,1.648019315325655e-05,1.848663091659546,8.357784271240234,3.3047711849212646,0.1338235735893249,0.1359155625104904,0.0514352247118949,0.0268101543188095,39.72691345214844,634.202112,4,0,0,0,1,3,0,0,0,1,0,0.2108,0.2486,0.1998,0.1302,0.0745,0.1708,0.6534
497,17,9436.73046875,0.0419202595949173,0.030455358326435,30.74129295349121,0.0,3.25367582263425e-05,0.120870292186737,0.2534922957420349,0.1703907996416092,0.1151999160647392,0.189558744430542,0.4213375151157379,0.3731341660022735,41.1781120300293,617.033216,3,0,0,0,1,3,0,0,0,1,1,0.0503,0.0045,0.0083,0.1618,0.2324,0.9601,0.9854
498,16,12819.18359375,0.0307363383471965,0.0440761148929595,10.21982192993164,0.0,2.7836149456561543e-05,0.177161693572998,0.3573938608169555,0.088260680437088,0.1044868975877761,0.1571512669324875,0.5219016671180725,0.004887655377388,41.813758850097656,599.950336,3,0,0,0,1,3,0,0,0,1,1,0.0438,0.0323,0.0475,0.1515,0.1337,0.9974,0.3512
499,15,10310.1103515625,0.1328330785036087,0.0954765602946281,2.1902332305908203,0.0,4.875854210695252e-05,0.2183238118886947,0.2535542249679565,0.1378650367259979,0.0633342191576957,0.1203668862581253,0.8066209554672241,0.3534812033176422,37.34220886230469,581.85216,5,0,0,0,1,4,0,0,0,1,0,0.1201,0.0183,0.2291,0.0225,0.1541,0.9796,0.2664
500,23,12036.9208984375,0.0225940085947513,0.0360384806990623,2.80518126487732,0.0,1.2626946045202205e-05,0.1176518276333808,0.0373647809028625,0.0986080095171928,0.0488224178552627,0.1320539563894271,0.8237255215644836,0.1032280996441841,46.04438400268555,718.939648,4,0,0,0,1,4,0,0,0,1,1,0.0328,0.0122,0.0199,0.1851,0.1858,0.9231,0.9252
501,11,10245.046875,0.0734618455171585,0.1005977243185043,1.2013121843338013,0.0,6.081662650103681e-05,0.2498010694980621,0.3695213198661804,0.1499327421188354,0.0672831311821937,0.246779128909111,0.8566895723342896,0.8294675946235657,51.895294189453125,517.008384,4,0,0,0,1,3,0,0,0,1,0,0.0574,0.0062,0.0042,0.0406,0.05,0.9551,0.9355
502,19,8355.3515625,0.0247212406247854,0.0375285819172859,2.2998592853546143,0.0,1.7742999261827208e-05,0.1018982082605362,0.6668635606765747,0.1133026480674743,0.0158215723931789,0.0895244181156158,0.9849708676338196,0.6826930046081543,53.784576416015625,648.715264,3,0,0,0,1,2,0,0,1,0,0,0.0379,0.0824,0.0135,0.1783,0.0896,0.6293,0.6045
503,18,8793.2421875,0.0111039644107222,0.016911718994379,1.2283626794815063,0.0,1.7873584511107765e-05,0.0481071136891841,0.0395775139331817,0.00706647336483,0.0301797166466712,0.2375338822603225,0.9664981961250304,0.9656686782836914,43.7657585144043,636.225536,3,0,0,0,1,3,0,0,0,1,1,0.0139,0.0183,0.0011,0.1792,0.2203,0.9877,0.9879
504,22,9423.27734375,0.1232216879725456,0.0935404151678085,2.7963225841522217,0.0,2.187045720347669e-05,0.2903316915035248,0.3657963275909424,0.3056314289569855,0.1170999705791473,0.1203753352165222,0.0390218012034893,0.0933406800031662,44.980224609375,702.052864,5,0,0,0,1,5,0,0,0,1,1,0.1129,0.1426,0.1054,0.0895,0.1518,0.4832,0.2782
505,17,10806.3515625,0.0126970941200852,0.0161113198846578,26.40532684326172,0.0,2.2711419660481624e-05,0.041933350265026,0.0493757724761962,0.0205765664577484,0.0086568677797913,0.0541796945035457,0.9962953329086304,0.8020131587982178,54.43072128295898,619.06176,4,0,0,0,1,4,0,0,0,1,1,0.0157,0.0185,0.0056,0.0096,0.1925,0.9927,0.9893
506,12,9139.021484375,0.1184446811676025,0.1238349378108978,5.088481426239014,0.0,5.986111136735417e-05,0.2952042818069458,0.7539998292922974,0.6209381818771362,0.0749286487698555,0.1248116344213485,0.8142927885055542,0.5586264729499817,45.48492813110352,532.1344,2,0,0,1,0,2,0,0,1,0,1,0.0649,0.1529,0.0031,0.2765,0.0362,0.8873,0.966
507,18,10471.8330078125,0.0886418223381042,0.0849232077598571,6.591531753540039,0.0,3.314245986985043e-05,0.2668250203132629,1.4017353057861328,0.3491472005844116,0.0083764921873807,0.1354069858789444,0.996013641357422,0.020040825009346,39.0563850402832,634.212352,5,0,0,0,1,5,0,0,0,1,1,0.0589,0.1377,0.0165,0.0117,0.016,0.9946,0.9877
508,13,7229.5673828125,0.0227013919502496,0.0466918870806694,0.800152063369751,0.0,1.4592165825888516e-05,0.115792229771614,1.0931949615478516,0.0532548427581787,0.0090170484036207,0.0397204607725143,0.9971932172775269,0.9485987424850464,37.81324768066406,550.088704,2,0,0,1,0,2,0,0,1,0,1,0.0705,1.0887,0.121,0.0061,0.0399,0.9987,0.9479
509,12,8231.55078125,0.0402534194290638,0.0654614046216011,12.21410083770752,0.0,0.0001099967994377,0.1349101811647415,0.1362595558166504,0.0316975116729736,0.0188217554241418,0.0342344418168067,0.987628161907196,0.9648107886314392,38.188926696777344,531.024896,2,0,0,1,0,2,0,0,1,0,1,0.0267,0.0044,0.011,0.2049,0.2427,0.9948,0.9972
510,17,9333.140625,0.0359418168663978,0.0446380041539669,0.7831636667251587,0.0,1.5675699614803307e-05,0.096903920173645,0.0035085678100585,0.0758569538593292,0.1534440368413925,0.1260601878166198,0.9986066818237304,0.3992760777473449,42.440704345703125,615.54944,2,0,0,1,0,2,0,0,1,0,1,0.0228,0.0169,0.0041,0.1981,0.1607,0.9982,0.9934
511,22,11446.8486328125,0.0056940093636512,0.0677356347441673,63.1948471069336,0.0,5.719550244975835e-06,0.4257315993309021,5.71149492263794,1.7993415594100952,0.1258577108383178,0.1260981112718582,0.0572388172149658,0.048011690378189,44.71907043457031,701.716992,2,0,0,1,0,3,0,0,0,1,0,0.1169,0.1684,0.2505,0.0527,0.1153,0.8549,0.001
512,22,11906.697265625,0.1580466330051422,0.1217680796980857,249.4034881591797,0.0,3.128866956103593e-05,0.4225374758243561,0.2479071617126464,1.0346555709838867,0.1465245336294174,0.1182468235492706,0.4361735582351684,0.1994619965553283,60.32313537597656,703.528448,5,0,0,0,1,6,0,0,0,1,0,0.1199,0.343,0.0287,0.1572,0.1432,0.9697,0.4899
513,19,11405.064453125,0.0113925719633698,0.0195038709789514,1.770077347755432,0.0,2.158283859898802e-05,0.0519456267356872,0.1741170883178711,0.0225834250450134,0.1844889223575592,0.143128216266632,0.9950615167617798,0.9557313919067384,59.32851028442383,651.88864,5,0,0,0,1,5,0,0,0,1,1,0.0125,0.0122,0.0146,0.0078,0.1633,0.9959,0.5732
514,19,10839.5068359375,0.0172836128622293,0.0805492848157882,50.63927459716797,0.0,1.1444458323239814e-05,0.6976950168609619,4.723390102386475,1.7848589420318604,0.1257778108119964,0.1149751245975494,0.0322263538837432,0.0925539880990982,50.281471252441406,650.90816,7,0,0,0,1,6,0,0,0,1,0,0.1309,0.3156,0.0921,0.1443,0.1249,0.0255,0.1493
515,18,11945.2216796875,0.0240853410214185,0.036062866449356,2.2021872997283936,0.0,1.765319575497415e-05,0.072343572974205,0.0194289684295654,0.019225388765335,0.0082547264173626,0.0635907649993896,0.996201515197754,0.8481675982475281,43.66838455200195,635.975168,4,0,0,0,1,4,0,0,0,1,1,0.0191,0.0214,0.017,0.0062,0.0044,0.9983,0.9992
516,16,8194.470703125,0.0110967336222529,0.0174800492823123,1.1893717050552368,0.0,1.4491327419818845e-05,0.042774848639965,0.0855486690998077,0.0323863923549652,0.2353349179029464,0.2021582573652267,0.9724935293197632,0.2477492541074752,38.69081497192383,600.374784,2,0,0,1,0,2,0,0,1,0,1,0.0145,0.0198,0.0068,0.2469,0.2289,0.9983,0.984
517,25,13080.556640625,0.025992402806878,0.1370268911123275,116.56736755371094,0.0,1.262223486264702e-05,1.1803979873657229,19.56117820739746,4.327206134796143,0.1001674234867096,0.1195662692189216,0.0732438415288925,0.0301255024969577,47.1541748046875,752.26112,4,0,0,0,1,4,0,0,0,1,1,0.164,0.5843,0.1973,0.1282,0.1167,0.0336,0.1496
