model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
LeftNet-DF AD,302,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,303,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,304,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,305,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,306,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,307,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,308,18,1,3,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,309,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,310,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,311,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,312,9,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,313,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,314,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,315,14,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,316,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,317,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,318,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,319,10,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,320,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,321,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,322,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,323,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,324,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,325,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,326,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,327,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,328,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,329,14,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-DF AD,330,19,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,331,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,332,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,333,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,334,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,335,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,336,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,337,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,338,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,339,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,340,15,3,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,341,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,342,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,343,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,344,11,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,345,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,346,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,347,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,348,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,349,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,350,16,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,351,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,352,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,353,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,354,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,355,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,356,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,357,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,358,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,359,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,360,16,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,361,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,362,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,363,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,364,17,4,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,365,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,366,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,367,7,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,368,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,369,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,370,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,371,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,372,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,373,10,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,374,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,375,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,376,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,377,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,378,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,379,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,380,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,381,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,382,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,383,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,384,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,385,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,386,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,387,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,388,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,389,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,390,13,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,391,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,392,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,393,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,394,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,395,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,396,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,397,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,398,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,399,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,400,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,401,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,402,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,403,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,404,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,405,12,3,2,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,406,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,407,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,408,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,409,18,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,410,6,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,411,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,412,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,413,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,414,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,415,13,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,416,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,417,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,418,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,419,13,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,420,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,421,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,422,19,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,423,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,424,14,4,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,425,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,426,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,427,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,428,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,429,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,430,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,431,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,432,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,433,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,434,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,435,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,436,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,437,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,438,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,439,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,440,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,441,16,4,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,442,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,443,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,444,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,445,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,446,18,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,447,11,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,448,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,449,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,450,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,451,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,452,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,453,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,454,10,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,455,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,456,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,457,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,458,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,459,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,460,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,461,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,462,11,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,463,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,464,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,465,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,466,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,467,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,468,16,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,469,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,470,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,471,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,472,9,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,473,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,474,13,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,475,12,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,476,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,477,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,478,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,479,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,480,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,481,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,482,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,483,14,0,2,False,Minimum,Higher-order saddle point,False
LeftNet-DF AD,484,11,4,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,485,17,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,486,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,487,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,488,16,4,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,489,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,490,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,491,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,492,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,493,12,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,494,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,495,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,496,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,497,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,498,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,499,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,500,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,501,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,502,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,503,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,504,10,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,505,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,506,21,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,507,10,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,508,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,509,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,510,16,0,2,False,Minimum,Higher-order saddle point,False
LeftNet-DF AD,511,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,512,21,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,513,18,2,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,514,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,515,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,516,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,517,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,518,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,519,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,520,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,521,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,522,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,523,12,3,2,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,524,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,525,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,526,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,527,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,528,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,529,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,530,11,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,531,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,532,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,533,15,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,534,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,535,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,536,12,3,2,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,537,15,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,538,16,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,539,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,540,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,541,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,542,14,1,3,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,543,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,544,11,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,545,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,546,13,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,547,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,548,13,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,549,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,550,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,551,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,552,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,553,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,554,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,555,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,556,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,557,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,558,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,559,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,560,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,561,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,562,19,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,563,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,564,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,565,14,6,7,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,566,19,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,567,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,568,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,569,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,570,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,571,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,572,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,573,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,574,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,575,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,576,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,577,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,578,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,579,16,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,580,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,581,11,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,582,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,583,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,584,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,585,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,586,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,587,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,588,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,589,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,590,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,591,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,592,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,593,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,594,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,595,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,596,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,597,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,598,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,599,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,600,15,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,601,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,602,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,603,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,604,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,605,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,606,18,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,607,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,608,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,609,19,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,610,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,611,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,612,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,613,12,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,614,12,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,615,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,616,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,617,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,618,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,619,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,620,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,621,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,622,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,623,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,624,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,625,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,626,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,627,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,628,21,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,629,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,630,19,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,631,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,632,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,633,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,634,16,1,4,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,635,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,636,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,637,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,638,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,639,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,640,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,641,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,642,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,643,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,644,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,645,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,646,11,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,647,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,648,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,649,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,650,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,651,17,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,652,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,653,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,654,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,655,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,656,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,657,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,658,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,659,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,660,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,661,18,0,2,False,Minimum,Higher-order saddle point,False
LeftNet-DF AD,662,14,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,663,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,664,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,665,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,666,10,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,667,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,668,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,669,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,670,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,671,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,672,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,673,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,674,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,675,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,676,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,677,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,678,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,679,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,680,13,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,681,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,682,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,683,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,684,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,685,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,686,8,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,687,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,688,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,689,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,690,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,691,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,692,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,693,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,694,15,1,1,True,Transition state,Transition state,True
